"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"39103","5","23","74","0","2024","A","",581,4607,377532774,57785850,3419189,1576,81949,"",1.43,1.40,1.84,1.28,1.94,1.32,1.32,"",17,3.0,105,2.3,33318656,9.7,1843796,3.3,244390,7.7,106,7.2,5488,7.2
"39105","3","23","74","0","2024","A","",1,23,1219243,0,0,1038,53989,"",7.85,9.32,13.50,0.00,0.00,1.47,1.47,"",0,0.0,0,0.0,145419,13.5,0,0.0,0,0.0,124,13.6,6440,13.5
"39105","5","23","74","0","2024","A","",40,228,11818559,2495464,151179,997,51836,"",1.43,1.24,1.43,1.24,1.94,1.16,1.16,"",-2,-4.8,2,0.9,555201,4.9,-173024,-6.5,-15795,-9.5,37,3.9,1906,3.8
"39107","3","23","74","0","2024","A","",2,32,1843999,0,0,1117,58079,"",4.64,2.21,2.87,0.00,0.00,1.31,1.31,"",0,0.0,0,0.0,73311,4.1,0,0.0,0,0.0,67,6.4,3456,6.3
"39107","5","23","74","0","2024","A","",132,1154,71800468,12646827,339634,1197,62232,"",1.39,1.07,1.22,0.93,0.88,1.15,1.15,"",7,5.6,57,5.2,4874167,7.3,443230,3.6,-2258,-0.7,24,2.0,1242,2.0
"39109","3","23","74","0","2024","A","",5,51,3481595,0,0,1309,68044,"",5.42,1.74,2.46,0.00,0.00,1.41,1.41,"",0,0.0,-1,-1.9,106387,3.2,0,0.0,0,0.0,59,4.7,3032,4.7
"39109","5","23","74","0","2024","A","",264,2219,154378293,25842342,1293927,1338,69579,"",1.30,1.02,1.19,0.88,1.18,1.18,1.17,"",4,1.5,-13,-0.6,12797697,9.0,-204750,-0.8,62488,5.1,118,9.7,6147,9.7
"39111","3","23","74","0","2024","A","",1,28,1244550,0,0,840,43668,"",7.58,13.86,14.85,0.00,0.00,1.05,1.05,"",0,0.0,-1,-3.4,68185,5.8,0,0.0,0,0.0,49,6.2,2512,6.1
"39111","5","23","74","0","2024","A","N",40,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,"N",-8,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"39113","3","23","74","0","2024","A","",13,210,14627643,0,0,1340,69655,"",2.77,1.19,1.54,0.00,0.00,1.29,1.29,"",0,0.0,-8,-3.7,379694,2.7,0,0.0,0,0.0,81,6.4,4197,6.4
"39113","5","23","74","0","2024","A","",851,10593,841538063,129173052,6553767,1528,79445,"",0.82,0.81,0.97,0.81,1.12,1.21,1.21,"",14,1.7,405,4.0,101286666,13.7,9184395,7.7,817329,14.2,131,9.4,6785,9.3
"39115","3","23","74","0","2024","A","",1,19,1053697,0,0,1066,55458,"",12.02,9.02,11.99,0.00,0.00,1.33,1.33,"",0,0.0,0,0.0,57143,5.7,0,0.0,0,0.0,70,7.0,3689,7.1
"39115","5","23","74","0","2024","A","",27,88,4559766,967751,70698,996,51816,"",1.48,0.56,0.57,0.54,0.84,1.02,1.02,"",1,3.8,-32,-26.7,-3130706,-40.7,-721599,-42.7,-55073,-43.8,-242,-19.5,-12539,-19.5
"39117","3","23","74","0","2024","A","",1,27,1338158,0,0,941,48957,"",4.93,6.95,8.79,0.00,0.00,1.25,1.25,"",0,0.0,1,3.8,137788,11.5,0,0.0,0,0.0,53,6.0,2789,6.0
"39117","5","23","74","0","2024","A","",96,405,22807094,4907810,208509,1084,56349,"",2.15,1.40,1.64,1.54,1.82,1.18,1.17,"",-4,-4.0,-16,-3.8,521930,2.3,-218807,-4.3,-25619,-10.9,67,6.6,3457,6.5
"39119","3","23","74","0","2024","A","",2,56,2885211,0,0,994,51675,"",2.87,2.24,2.53,0.00,0.00,1.13,1.13,"",0,0.0,2,3.7,204457,7.6,0,0.0,0,0.0,33,3.4,1723,3.4
"39119","5","23","74","0","2024","A","",194,1466,91806912,19214270,1122456,1204,62603,"",1.27,0.79,0.88,0.87,1.27,1.12,1.12,"",4,2.1,45,3.2,7067269,8.3,1447119,8.1,168828,17.7,57,5.0,2962,5.0
"39121","3","23","74","0","2024","A","",1,28,1280418,0,0,882,45866,"",10.13,12.91,13.05,0.00,0.00,1.01,1.01,"",0,0.0,1,3.7,97862,8.3,0,0.0,0,0.0,42,5.0,2202,5.0
"39121","5","23","74","0","2024","A","",30,120,6520124,1398837,71914,1049,54524,"",1.38,0.74,0.73,0.87,0.98,0.99,0.98,"",-4,-11.8,-1,-0.8,-887869,-12.0,-181814,-11.5,-15653,-17.9,-131,-11.1,-6826,-11.1
"39123","3","23","74","0","2024","A","",2,24,1474904,0,0,1207,62762,"",4.61,2.41,3.16,0.00,0.00,1.34,1.34,"",0,0.0,1,4.3,43129,3.0,0,0.0,0,0.0,-8,-0.7,-405,-0.6
"39123","5","23","74","0","2024","A","",98,751,51691750,9383330,421746,1324,68861,"",1.03,1.01,1.21,1.03,0.81,1.20,1.20,"",0,0.0,-10,-1.3,3304788,6.8,226378,2.5,43798,11.6,101,8.3,5278,8.3
"39125","3","23","74","0","2024","A","",1,16,775265,0,0,937,48708,"",6.73,4.56,5.04,0.00,0.00,1.11,1.11,"",0,0.0,0,0.0,79201,11.4,0,0.0,0,0.0,96,11.4,4976,11.4
"39125","5","23","74","0","2024","A","",30,103,5691870,1497983,49806,1064,55306,"",0.92,0.39,0.41,0.45,0.47,1.03,1.03,"",-2,-6.2,-1,-1.0,176118,3.2,232470,18.4,8575,20.8,42,4.1,2142,4.0
"39127","3","23","74","0","2024","A","",1,6,292470,0,0,937,48745,"",4.70,1.33,1.46,0.00,0.00,1.10,1.10,"",0,0.0,-1,-14.3,-10782,-3.6,0,0.0,0,0.0,73,8.4,3819,8.5
"39127","5","23","74","0","2024","A","",55,416,50991439,8067589,720424,2360,122698,"",1.18,1.24,2.79,2.04,3.20,2.26,2.25,"",0,0.0,-19,-4.4,1156231,2.3,98208,1.2,26170,3.8,156,7.1,8090,7.1
"39129","3","23","74","0","2024","A","",2,36,1945007,0,0,1037,53903,"",5.22,3.18,3.44,0.00,0.00,1.08,1.08,"",0,0.0,-2,-5.3,33068,1.7,0,0.0,0,0.0,72,7.5,3699,7.4
"39129","5","23","74","0","2024","A","",116,813,53463680,10197367,440877,1264,65727,"",1.38,0.96,1.04,1.01,1.12,1.08,1.08,"",-7,-5.7,-310,-27.6,-21213575,-28.4,-4783923,-31.9,-427762,-49.2,-15,-1.2,-791,-1.2
"39131","3","23","74","0","2024","A","",3,26,1302521,0,0,954,49620,"",14.18,3.49,3.12,0.00,0.00,0.89,0.89,"",0,0.0,1,4.0,57612,4.6,0,0.0,0,0.0,9,1.0,479,1.0
"39131","5","23","74","0","2024","A","",42,537,41128259,7119957,614970,1474,76637,"",0.90,0.97,1.08,1.04,1.47,1.12,1.12,"",3,7.7,4,0.8,1057949,2.6,-451853,-6.0,-55331,-8.3,29,2.0,1505,2.0
"39133","3","23","74","0","2024","A","",5,140,9033341,0,0,1242,64601,"",3.75,3.51,4.49,0.00,0.00,1.28,1.28,"",0,0.0,-5,-3.4,153795,1.7,0,0.0,0,0.0,67,5.7,3503,5.7
"39133","5","23","74","0","2024","A","",380,2273,166410490,28628591,1521229,1408,73201,"",1.30,0.77,0.91,0.79,1.03,1.18,1.18,"",-2,-0.5,16,0.7,13026721,8.5,1687488,6.3,6248,0.4,101,7.7,5229,7.7
"39135","3","23","74","0","2024","A","",2,37,1912526,0,0,1001,52042,"",7.01,4.56,5.11,0.00,0.00,1.13,1.13,"",0,0.0,1,2.8,55834,3.0,0,0.0,0,0.0,-2,-0.2,-137,-0.3
"39135","5","23","74","0","2024","A","",98,434,24033268,5299679,194227,1066,55429,"",1.56,0.72,0.70,0.72,0.76,0.98,0.98,"",0,0.0,-15,-3.3,-516540,-2.1,-210137,-3.8,-27324,-12.3,14,1.3,712,1.3
"39137","3","23","74","0","2024","A","",1,22,1278555,0,0,1144,59468,"",3.26,2.49,3.30,0.00,0.00,1.36,1.36,"",0,0.0,1,4.8,99599,8.4,0,0.0,0,0.0,69,6.4,3549,6.3
"39137","5","23","74","0","2024","A","",128,1097,69145290,12533264,479973,1212,63031,"",1.89,1.67,1.96,1.50,1.56,1.18,1.17,"",-1,-0.8,51,4.9,7664723,12.5,483984,4.0,21054,4.6,81,7.2,4245,7.2
"39139","3","23","74","0","2024","A","",3,48,2769337,0,0,1106,57495,"",2.93,1.39,1.80,0.00,0.00,1.29,1.29,"",0,0.0,0,0.0,35798,1.3,0,0.0,0,0.0,13,1.2,645,1.1
"39139","5","23","74","0","2024","A","",283,2171,146953226,27128767,1418052,1302,67700,"",1.26,0.84,1.05,0.85,1.23,1.24,1.24,"",4,1.4,-9,-0.4,-16077393,-9.9,190465,0.7,-6904,-0.5,-136,-9.5,-7093,-9.5
"39141","3","23","74","0","2024","A","",1,11,655307,0,0,1163,60490,"",1.83,0.53,0.62,0.00,0.00,1.19,1.19,"",0,0.0,1,10.0,116898,21.7,0,0.0,0,0.0,119,11.4,6197,11.4
"39141","5","23","74","0","2024","A","",118,768,48887186,9815303,390565,1223,63614,"",0.98,0.50,0.51,0.60,0.63,1.02,1.02,"",-4,-3.3,-73,-8.7,-1153545,-2.3,-1957618,-16.6,-161092,-29.2,79,6.9,4130,6.9
"39143","3","23","74","0","2024","A","",4,40,2308403,0,0,1110,57710,"",7.70,2.28,2.85,0.00,0.00,1.25,1.25,"",0,0.0,1,2.6,106518,4.8,0,0.0,0,0.0,22,2.0,1131,2.0
"39143","5","23","74","0","2024","A","",150,1006,70902526,12368062,720847,1355,70474,"",1.31,0.77,0.96,0.69,0.91,1.25,1.25,"",1,0.7,64,6.8,6366253,9.9,1302022,11.8,108316,17.7,38,2.9,1970,2.9
"39145","3","23","74","0","2024","A","",2,32,1444383,0,0,859,44672,"",3.76,1.81,1.88,0.00,0.00,1.03,1.03,"",0,0.0,3,10.3,57081,4.1,0,0.0,0,0.0,-53,-5.8,-2757,-5.8
"39145","5","23","74","0","2024","A","",126,629,38559128,7956058,574443,1179,61327,"",1.08,0.48,0.55,0.58,1.15,1.16,1.16,"",-2,-1.6,-122,-16.2,-8116799,-17.4,-1937760,-19.6,-204476,-26.3,-17,-1.4,-852,-1.4
"39147","3","23","74","0","2024","A","",3,36,2038373,0,0,1074,55846,"",6.75,2.68,3.52,0.00,0.00,1.30,1.30,"",0,0.0,1,2.9,201255,11.0,0,0.0,0,0.0,55,5.4,2852,5.4
"39147","5","23","74","0","2024","A","",106,845,58778680,9534564,371483,1338,69588,"",1.08,0.84,1.11,0.79,0.87,1.32,1.32,"",0,0.0,8,1.0,4000623,7.3,-347111,-3.5,-21294,-5.4,80,6.4,4175,6.4
"39149","3","23","74","0","2024","A","",2,30,1654098,0,0,1066,55445,"",4.97,1.60,1.62,0.00,0.00,1.02,1.02,"",0,0.0,-1,-3.2,54997,3.4,0,0.0,0,0.0,58,5.8,3015,5.8
"39149","5","23","74","0","2024","A","",118,1609,129163020,19022846,716078,1543,80255,"",1.33,1.15,1.39,0.98,1.06,1.21,1.21,"",3,2.6,66,4.3,14531092,12.7,956536,5.3,40061,5.9,115,8.1,5979,8.0
"39151","3","23","74","0","2024","A","",5,108,6255881,0,0,1116,58014,"",1.49,0.97,1.17,0.00,0.00,1.21,1.21,"",0,0.0,0,0.0,209231,3.5,0,0.0,0,0.0,36,3.3,1853,3.3
"39151","5","23","74","0","2024","A","",869,8031,633175299,102514891,6898504,1516,78841,"",1.18,0.97,1.30,0.95,1.60,1.35,1.35,"",10,1.2,398,5.2,69674024,12.4,6294998,6.5,416873,6.4,96,6.8,5016,6.8
"39153","3","23","74","0","2024","A","",12,366,24423786,0,0,1283,66716,"",2.14,1.99,2.41,0.00,0.00,1.21,1.21,"",0,0.0,4,1.1,1454620,6.3,0,0.0,0,0.0,64,5.3,3324,5.2
"39153","5","23","74","0","2024","A","",1132,12356,972756902,153032821,9432882,1514,78725,"",0.92,0.90,1.05,0.87,1.36,1.17,1.17,"",14,1.3,223,1.8,65765044,7.3,1653098,1.1,456892,5.1,76,5.3,3973,5.3
"39155","3","23","74","0","2024","A","",7,115,6109783,0,0,1022,53129,"",4.44,2.48,2.90,0.00,0.00,1.17,1.17,"",0,0.0,6,5.5,659043,12.1,0,0.0,0,0.0,63,6.6,3237,6.5
"39155","5","23","74","0","2024","A","",426,2991,198196997,38004248,2333978,1274,66270,"",1.23,0.87,1.03,0.80,1.13,1.19,1.19,"",3,0.7,121,4.2,16654737,9.2,2181014,6.1,91905,4.1,57,4.7,3008,4.8
"39157","3","23","74","0","2024","A","",4,70,3552899,0,0,971,50515,"",4.62,2.66,3.02,0.00,0.00,1.13,1.13,"",0,0.0,5,7.7,98813,2.9,0,0.0,0,0.0,-55,-5.4,-2830,-5.3
"39157","5","23","74","0","2024","A","",278,1702,108534430,19060379,870851,1226,63759,"",1.46,0.87,1.01,0.77,1.03,1.17,1.17,"",16,6.1,71,4.4,8908586,8.9,316442,1.7,-66913,-7.1,51,4.3,2673,4.4
"39159","3","23","74","0","2024","A","",2,46,2455458,0,0,1030,53574,"",3.58,1.88,1.55,0.00,0.00,0.83,0.83,"",0,0.0,2,4.5,227860,10.2,0,0.0,0,0.0,51,5.2,2657,5.2
"39159","5","23","74","0","2024","A","",155,1750,162872407,29997502,1466186,1790,93083,"",1.26,0.96,1.13,1.10,1.71,1.17,1.17,"",8,5.4,530,43.4,72674889,80.6,13882677,86.1,712036,94.4,368,25.9,19161,25.9
"39161","3","23","74","0","2024","A","",3,40,1924487,0,0,933,48516,"",12.88,4.93,5.48,0.00,0.00,1.12,1.12,"",0,0.0,-2,-4.8,97101,5.3,0,0.0,0,0.0,90,10.7,4659,10.6
"39161","5","23","74","0","2024","A","",38,241,14551708,2680875,70605,1159,60276,"",0.74,0.40,0.45,0.37,0.29,1.14,1.14,"",0,0.0,6,2.6,2091118,16.8,117751,4.6,14565,26.0,141,13.9,7346,13.9
"39163","3","23","74","0","2024","A","",1,18,981613,0,0,1020,53060,"",13.27,11.45,16.33,0.00,0.00,1.39,1.39,"",0,0.0,-1,-5.3,34997,3.7,0,0.0,0,0.0,36,3.7,1892,3.7
"39163","5","23","74","0","2024","A","",25,69,3350110,840140,41409,933,48494,"",1.51,0.59,0.61,0.71,1.02,1.04,1.04,"",2,8.7,-11,-13.8,-1095560,-24.6,-347033,-29.2,-19799,-32.3,-137,-12.8,-7135,-12.8
"39165","3","23","74","0","2024","A","",4,86,5793094,0,0,1290,67101,"",1.73,1.21,1.34,0.00,0.00,1.10,1.10,"",0,0.0,8,10.3,749814,14.9,0,0.0,0,0.0,49,3.9,2581,4.0
"39165","5","23","74","0","2024","A","",449,4464,364672494,56200716,3069692,1571,81693,"",0.88,0.84,0.92,0.75,1.09,1.10,1.10,"",20,4.7,218,5.1,49103237,15.6,2905769,5.5,164578,5.7,142,9.9,7364,9.9
"39167","3","23","74","0","2024","A","",3,54,2766017,0,0,978,50830,"",5.12,3.03,3.00,0.00,0.00,0.98,0.98,"",0,0.0,-1,-1.8,155812,6.0,0,0.0,0,0.0,57,6.2,2936,6.1
"39167","5","23","74","0","2024","A","",150,1470,97938330,19210047,1295589,1282,66640,"",1.16,1.11,1.16,1.23,1.96,1.05,1.05,"",-7,-4.5,-56,-3.7,-1104146,-1.1,-525470,-2.7,45455,3.6,34,2.7,1719,2.6
"39169","3","23","74","0","2024","A","",4,76,4515339,0,0,1141,59347,"",3.74,2.22,2.62,0.00,0.00,1.18,1.18,"",0,0.0,1,1.3,202831,4.7,0,0.0,0,0.0,35,3.2,1847,3.2
"39169","5","23","74","0","2024","A","",385,2540,166890240,28643858,1064302,1264,65713,"",1.64,1.00,1.06,0.90,0.97,1.06,1.06,"",12,3.2,101,4.1,12265561,7.9,1719358,6.4,51789,5.1,45,3.7,2312,3.6
"39171","3","23","74","0","2024","A","",2,36,1883298,0,0,1011,52557,"",6.12,3.13,3.64,0.00,0.00,1.17,1.17,"",0,0.0,0,0.0,195242,11.6,0,0.0,0,0.0,118,13.2,6097,13.1
"39171","5","23","74","0","2024","A","",74,495,35534171,5496012,195912,1380,71738,"",1.03,0.58,0.75,0.48,0.54,1.30,1.30,"",-2,-2.6,29,6.2,3334109,10.4,73937,1.4,15868,8.8,52,3.9,2689,3.9
"39173","3","23","74","0","2024","A","",4,54,3615018,0,0,1291,67152,"",3.25,1.01,1.36,0.00,0.00,1.36,1.36,"",0,0.0,-6,-10.0,-80834,-2.2,0,0.0,0,0.0,101,8.5,5297,8.6
"39173","5","23","74","0","2024","A","",258,4611,431798049,62488969,5539405,1801,93645,"",0.95,1.16,1.79,1.16,2.20,1.54,1.54,"",5,2.0,18,0.4,41095575,10.5,662649,1.1,315750,6.0,165,10.1,8576,10.1
"39175","3","23","74","0","2024","A","",2,24,1280272,0,0,1033,53718,"",9.59,3.36,3.73,0.00,0.00,1.12,1.12,"",0,0.0,-1,-4.0,22043,1.8,0,0.0,0,0.0,49,5.0,2536,5.0
"39175","5","23","74","0","2024","A","",59,914,78800280,9648659,178845,1659,86262,"",1.29,1.72,2.52,1.27,0.64,1.47,1.47,"",2,3.5,48,5.5,10104114,14.7,944427,10.9,26888,17.7,134,8.8,6974,8.8
"39999","5","23","74","0","2024","A","N",1272,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,"N",91,7.7,0,0,0,0,0,0,0,0,0,0,0,0
"40000","3","23","54","0","2024","A","",150,4327,203309058,72197702,615612,904,46989,"",3.28,3.63,3.32,16.12,31.01,0.91,0.91,"",0,0.0,-50,-1.1,6477302,3.3,3478986,5.1,-4809,-0.8,39,4.5,2024,4.5
"40000","5","23","54","0","2024","A","",11174,86068,5714022775,2670008150,29996113,1277,66390,"",1.11,0.97,1.02,0.92,0.75,1.05,1.05,"",174,1.6,3350,4.0,489456161,9.4,205651003,8.3,152719,0.5,62,5.1,3229,5.1
"40001","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",15.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40001","5","23","74","0","2024","A","",32,91,4078812,2577168,16628,864,44904,"",1.16,0.39,0.39,0.36,0.17,0.99,0.99,"",2,6.7,4,4.6,283577,7.5,174818,7.3,-7250,-30.4,23,2.7,1197,2.7
"40003","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",19.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40003","5","23","74","0","2024","A","",10,62,4900422,1879035,18954,1514,78722,"",0.87,0.98,1.42,1.22,1.10,1.44,1.44,"",-2,-16.7,-3,-4.6,-62536,-1.3,73125,4.0,-5767,-23.3,53,3.6,2758,3.6
"40005","5","23","74","0","2024","A","",22,76,3155381,2234965,16612,804,41793,"",0.85,0.42,0.40,0.46,0.38,0.97,0.97,"",0,0.0,-4,-5.0,105821,3.5,-106501,-4.5,-1744,-9.5,66,8.9,3434,9.0
"40007","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",15.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40007","5","23","74","0","2024","A","",14,161,10249467,5471787,67098,1223,63595,"",1.01,2.29,2.68,2.79,3.02,1.17,1.17,"",-2,-12.5,-63,-28.1,-4854077,-32.1,-1647900,-23.1,-162881,-70.8,-73,-5.6,-3806,-5.6
"40009","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",7.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40009","5","23","74","0","2024","A","",39,720,49224983,24370640,852430,1315,68384,"",0.64,1.38,1.62,1.37,2.77,1.18,1.18,"",-2,-4.9,288,66.7,22656491,85.3,11523994,89.7,666813,359.2,131,11.1,6823,11.1
"40011","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",20.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40011","5","23","74","0","2024","A","",22,66,3352599,2108623,24239,970,50415,"",1.01,0.42,0.40,0.45,0.44,0.93,0.93,"",-2,-8.3,-4,-5.7,-373475,-10.0,-339798,-13.9,3603,17.5,-52,-5.1,-2751,-5.2
"40013","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",2.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40013","5","23","74","0","2024","A","",101,625,36481240,19140031,132917,1123,58378,"",1.06,0.54,0.57,0.45,0.39,1.05,1.05,"",-6,-5.6,-4,-0.6,1115213,3.2,971444,5.3,-16511,-11.0,42,3.9,2189,3.9
"40015","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",9.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40015","5","23","74","0","2024","A","",53,327,23123547,13347939,415559,1360,70714,"",1.10,0.88,1.16,1.23,2.24,1.32,1.32,"",4,8.2,-43,-11.6,-5234605,-18.5,-73247,-0.5,166685,67.0,-114,-7.7,-5912,-7.7
"40017","3","23","74","0","2024","A","",3,64,3423931,1693293,14043,1021,53084,"",2.07,2.31,2.84,17.07,33.60,1.22,1.22,"",0,0.0,1,1.6,220935,6.9,147580,9.5,965,7.4,42,4.3,2175,4.3
"40017","5","23","74","0","2024","A","",491,2031,115786117,59668012,557601,1096,57014,"",1.54,0.98,1.05,0.93,0.66,1.07,1.07,"",-6,-1.2,-24,-1.2,3280104,2.9,-303543,-0.5,-256552,-31.5,43,4.1,2278,4.2
"40019","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",3.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40019","5","23","74","0","2024","A","",122,854,49674897,26406285,285138,1119,58190,"",0.90,0.70,0.70,0.62,0.53,1.01,1.01,"",2,1.7,-17,-2.0,-37300,-0.1,130127,0.5,-93621,-24.7,22,2.0,1142,2.0
"40021","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",6.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40021","5","23","74","0","2024","A","",83,360,17334637,10517856,61326,927,48196,"",1.16,0.38,0.35,0.35,0.26,0.91,0.91,"",4,5.1,2,0.6,323248,1.9,223522,2.2,-11313,-15.6,12,1.3,623,1.3
"40023","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",14.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40023","5","23","74","0","2024","A","",27,202,13198533,7477197,110567,1256,65312,"",0.90,0.71,0.99,0.81,1.39,1.40,1.40,"",-1,-3.6,25,14.1,3744689,39.6,2244268,42.9,40042,56.8,227,22.1,11800,22.1
"40025","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",29.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40025","5","23","74","0","2024","A","N",6,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"40027","3","23","74","0","2024","A","N",3,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40027","5","23","74","0","2024","A","",728,5066,320491607,151716666,1390350,1217,63264,"",1.27,1.06,1.22,1.04,0.77,1.15,1.15,"",12,1.7,-47,-0.9,12297059,4.0,4865150,3.3,169216,13.9,58,5.0,2990,5.0
"40029","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",21.57,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40029","5","23","74","0","2024","A","",13,89,6735679,3378226,50934,1458,75824,"",1.27,1.38,2.11,1.66,1.74,1.53,1.53,"",1,8.3,12,15.6,-421713,-5.9,828908,32.5,1583,3.2,-339,-18.9,-17635,-18.9
"40031","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",2.09,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"40031","5","23","74","0","2024","A","",226,1627,91673633,49937114,778165,1083,56337,"",1.07,0.75,0.77,0.86,0.87,1.02,1.02,"",11,5.1,290,21.7,21917780,31.4,11984957,31.6,341647,78.3,79,7.9,4144,7.9
"40033","5","23","74","0","2024","A","",9,137,6515756,5366571,130042,914,47531,"",0.92,1.36,1.35,1.50,1.85,0.99,0.99,"",1,12.5,-78,-36.3,-9578509,-59.5,-3492874,-39.4,31913,32.5,-523,-36.4,-27181,-36.4
"40035","3","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",13.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40035","5","23","74","0","2024","A","",28,90,4679959,2610710,14941,996,51808,"",0.83,0.34,0.37,0.34,0.19,1.06,1.06,"",1,3.7,3,3.4,78077,1.7,256424,10.9,-3601,-19.4,-27,-2.6,-1393,-2.6
"40037","3","23","74","0","2024","A","",3,73,3075079,2014634,20147,813,42269,"",4.92,4.83,4.18,35.52,69.52,0.87,0.87,"",0,0.0,1,1.4,228522,8.0,182910,10.0,1830,10.0,49,6.4,2550,6.4
"40037","5","23","74","0","2024","A","",222,2244,147177532,68775240,927882,1261,65597,"",1.65,1.99,2.20,1.87,1.58,1.10,1.10,"",7,3.3,253,12.7,21176961,16.8,11127026,19.3,60264,6.9,44,3.6,2320,3.7
"40039","3","23","74","0","2024","A","N",3,0,0,0,0,0,0,"N",8.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40039","5","23","74","0","2024","A","",86,694,39972462,21265677,230572,1107,57583,"",1.08,1.05,1.14,1.07,0.93,1.09,1.09,"",1,1.2,53,8.3,6499025,19.4,3488840,19.6,809,0.4,102,10.1,5328,10.2
"40041","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",3.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40041","5","23","74","0","2024","A","",106,662,41899995,23150855,142851,1217,63309,"",1.45,1.31,1.82,1.51,0.77,1.39,1.39,"",3,2.9,25,3.9,4116465,10.9,2217733,10.6,-352,-0.2,76,6.7,3994,6.7
"40043","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",14.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40043","5","23","74","0","2024","A","",16,86,4254270,2445703,24255,950,49420,"",1.04,0.79,0.52,0.64,0.43,0.66,0.66,"",-1,-5.9,10,13.2,784483,22.6,372683,18.0,5406,28.7,74,8.4,3865,8.5
"40045","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",20.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
